filename,label,red_dx,red_dz,blue_dx,blue_dz,split
img_02373.png,Both,4.00000,-1.00000,4.00000,2.00000,train
img_03645.png,None,,,,,train
img_06074.png,Blue_Cube,,,5.00000,-4.00000,train
img_08199.png,None,,,,,train
img_00369.png,None,,,,,train
img_07360.png,None,,,,,train
img_09687.png,None,,,,,train
img_07760.png,None,,,,,train
img_06258.png,None,,,,,train
img_01416.png,Red_Cube,1.00000,-1.00000,,,train
img_08936.png,None,,,,,train
img_04302.png,Blue_Cube,,,6.00000,4.00000,train
img_02631.png,None,,,,,train
img_05239.png,None,,,,,train
img_09651.png,None,,,,,train
img_04019.png,None,,,,,train
img_01661.png,None,,,,,train
img_03804.png,None,,,,,train
img_08560.png,None,,,,,train
img_05311.png,None,,,,,train
img_04452.png,None,,,,,train
img_01194.png,None,,,,,train
img_02385.png,None,,,,,train
img_07937.png,None,,,,,train
img_08859.png,None,,,,,train
img_07976.png,Red_Cube,7.00000,-4.00000,,,train
img_06488.png,None,,,,,train
img_08748.png,None,,,,,train
img_01148.png,Blue_Cube,,,3.00000,-0.00000,train
img_08446.png,None,,,,,train
img_08362.png,None,,,,,train
img_02034.png,None,,,,,train
img_01446.png,None,,,,,train
img_09721.png,None,,,,,train
img_03944.png,None,,,,,train
img_04322.png,Blue_Cube,,,8.00000,0.00000,train
img_04153.png,Red_Cube,8.00000,2.00000,,,train
img_07278.png,None,,,,,train
img_06773.png,None,,,,,train
img_07610.png,Both,4.00000,-3.00000,8.00000,-3.00000,train
img_03592.png,None,,,,,train
img_01759.png,Blue_Cube,,,7.00000,-2.00000,train
img_09958.png,Both,3.00000,-2.00000,2.00000,-0.00000,train
img_02764.png,None,,,,,train
img_00333.png,Red_Cube,4.00000,1.00000,,,train
img_08838.png,None,,,,,train
img_04349.png,None,,,,,train
img_00575.png,None,,,,,train
img_04166.png,Red_Cube,1.00000,-1.00000,,,train
img_07146.png,None,,,,,train
img_01111.png,None,,,,,train
img_08280.png,None,,,,,train
img_02916.png,None,,,,,train
img_04145.png,None,,,,,train
img_02087.png,None,,,,,train
img_09433.png,Blue_Cube,,,2.00000,1.00000,train
img_02235.png,Blue_Cube,,,3.00000,2.00000,train
img_03812.png,None,,,,,train
img_06314.png,None,,,,,train
img_04522.png,Both,7.00000,-1.00000,9.00000,-7.00000,train
img_03210.png,Blue_Cube,,,2.00000,-2.00000,train
img_05259.png,None,,,,,train
img_01773.png,Both,7.00000,-5.00000,5.00000,-3.00000,train
img_00232.png,None,,,,,train
img_08063.png,None,,,,,train
img_00167.png,None,,,,,train
img_05985.png,Both,6.00000,1.00000,7.00000,5.00000,train
img_09946.png,None,,,,,train
img_00272.png,None,,,,,train
img_07988.png,None,,,,,train
img_06398.png,Blue_Cube,,,7.00000,3.00000,train
img_01124.png,None,,,,,train
img_06350.png,Blue_Cube,,,6.00000,-3.00000,train
img_08189.png,Red_Cube,3.00000,1.00000,,,train
img_08257.png,None,,,,,train
img_03860.png,None,,,,,train
img_09732.png,Blue_Cube,,,5.00000,3.00000,train
img_07272.png,None,,,,,train
img_08888.png,Red_Cube,6.00000,5.00000,,,train
img_01564.png,Both,7.00000,3.00000,6.00000,-2.00000,train
img_02725.png,None,,,,,train
img_08334.png,None,,,,,train
img_06214.png,None,,,,,train
img_02358.png,None,,,,,train
img_08344.png,None,,,,,train
img_05232.png,Blue_Cube,,,2.00000,2.00000,train
img_06813.png,None,,,,,train
img_07346.png,Both,2.00000,0.00000,4.00000,2.00000,train
img_05565.png,None,,,,,train
img_05092.png,None,,,,,train
img_06516.png,None,,,,,train
img_00954.png,None,,,,,train
img_01861.png,None,,,,,train
img_00515.png,None,,,,,train
img_07613.png,None,,,,,train
img_06345.png,None,,,,,train
img_00482.png,None,,,,,train
img_03530.png,Blue_Cube,,,7.00000,-2.00000,train
img_03871.png,Both,6.00000,-3.00000,2.00000,2.00000,train
img_01749.png,None,,,,,train
img_04032.png,None,,,,,train
img_04542.png,None,,,,,train
img_01214.png,None,,,,,train
img_03394.png,Red_Cube,8.00000,-0.00000,,,train
img_07317.png,Blue_Cube,,,2.00000,0.00000,train
img_02042.png,None,,,,,train
img_03591.png,None,,,,,train
img_06025.png,None,,,,,train
img_07635.png,None,,,,,train
img_01715.png,Both,7.00000,1.00000,7.00000,-2.00000,train
img_03417.png,Blue_Cube,,,3.00000,2.00000,train
img_04438.png,Blue_Cube,,,5.00000,0.00000,train
img_05718.png,None,,,,,train
img_06733.png,Red_Cube,6.00000,-4.00000,,,train
img_03185.png,None,,,,,train
img_05325.png,Red_Cube,7.00000,3.00000,,,train
img_02216.png,Red_Cube,1.00000,-1.00000,,,train
img_01681.png,Both,7.00000,2.00000,7.00000,-1.00000,train
img_02591.png,Blue_Cube,,,5.00000,4.00000,train
img_09578.png,None,,,,,train
img_01060.png,Blue_Cube,,,4.00000,3.00000,train
img_04801.png,None,,,,,train
img_07385.png,None,,,,,train
img_07202.png,Blue_Cube,,,8.00000,6.00000,train
img_06683.png,None,,,,,train
img_02342.png,Blue_Cube,,,2.00000,-0.00000,train
img_01822.png,Red_Cube,5.00000,3.00000,,,train
img_06665.png,Blue_Cube,,,9.00000,-3.00000,train
img_06231.png,None,,,,,train
img_07223.png,None,,,,,train
img_07805.png,None,,,,,train
img_07082.png,None,,,,,train
img_04223.png,Blue_Cube,,,2.00000,1.00000,train
img_01142.png,Red_Cube,8.00000,-3.00000,,,train
img_01760.png,Blue_Cube,,,6.00000,-2.00000,train
img_00547.png,None,,,,,train
img_06849.png,Red_Cube,8.00000,4.00000,,,train
img_02263.png,Blue_Cube,,,2.00000,2.00000,train
img_00573.png,None,,,,,train
img_09523.png,None,,,,,train
img_01449.png,Both,2.00000,2.00000,6.00000,1.00000,train
img_09940.png,None,,,,,train
img_04324.png,Blue_Cube,,,8.00000,0.00000,train
img_04071.png,None,,,,,train
img_08920.png,None,,,,,train
img_01280.png,Blue_Cube,,,3.00000,1.00000,train
img_04586.png,None,,,,,train
img_07742.png,None,,,,,train
img_02093.png,None,,,,,train
img_06617.png,None,,,,,train
img_00083.png,None,,,,,train
img_07281.png,Red_Cube,3.00000,-1.00000,,,train
img_00164.png,None,,,,,train
img_04937.png,None,,,,,train
img_06538.png,None,,,,,train
img_00983.png,Both,3.00000,-1.00000,3.00000,2.00000,train
img_07340.png,Red_Cube,3.00000,2.00000,,,train
img_08578.png,None,,,,,train
img_07728.png,Red_Cube,4.00000,-2.00000,,,train
img_00293.png,None,,,,,train
img_07819.png,None,,,,,train
img_01506.png,Red_Cube,7.00000,1.00000,,,train
img_03106.png,None,,,,,train
img_09947.png,Both,4.00000,3.00000,2.00000,2.00000,train
img_08321.png,None,,,,,train
img_00347.png,None,,,,,train
img_09394.png,None,,,,,train
img_04711.png,None,,,,,train
img_09399.png,Red_Cube,5.00000,1.00000,,,train
img_02081.png,Both,2.00000,-0.00000,2.00000,2.00000,train
img_07151.png,None,,,,,train
img_04694.png,None,,,,,train
img_06150.png,Red_Cube,8.00000,-4.00000,,,train
img_09824.png,None,,,,,train
img_02697.png,Red_Cube,4.00000,3.00000,,,train
img_00981.png,Both,3.00000,-1.00000,3.00000,2.00000,train
img_01493.png,None,,,,,train
img_01836.png,Red_Cube,2.00000,-1.00000,,,train
img_01592.png,Red_Cube,5.00000,3.00000,,,train
img_08045.png,Both,6.00000,-4.00000,8.00000,-1.00000,train
img_03580.png,None,,,,,train
img_00690.png,None,,,,,train
img_01809.png,None,,,,,train
img_06582.png,Red_Cube,4.00000,3.00000,,,train
img_01279.png,None,,,,,train
img_06131.png,Red_Cube,4.00000,2.00000,,,train
img_00317.png,Red_Cube,2.00000,-2.00000,,,train
img_05888.png,None,,,,,train
img_05428.png,None,,,,,train
img_02250.png,None,,,,,train
img_01012.png,Both,4.00000,2.00000,4.00000,-3.00000,train
img_03511.png,Red_Cube,4.00000,-3.00000,,,train
img_09078.png,None,,,,,train
img_00739.png,Blue_Cube,,,6.00000,-2.00000,train
img_06347.png,None,,,,,train
img_08949.png,None,,,,,train
img_07800.png,None,,,,,train
img_04651.png,Red_Cube,2.00000,2.00000,,,train
img_09276.png,Red_Cube,5.00000,-3.00000,,,train
img_09767.png,None,,,,,train
img_03636.png,None,,,,,train
img_04524.png,Both,7.00000,-1.00000,9.00000,-7.00000,train
img_03116.png,None,,,,,train
img_08894.png,Blue_Cube,,,8.00000,-1.00000,train
img_04344.png,None,,,,,train
img_02639.png,Red_Cube,3.00000,-2.00000,,,train
img_03175.png,None,,,,,train
img_00652.png,Red_Cube,7.00000,3.00000,,,train
img_01474.png,None,,,,,train
img_00569.png,Both,3.00000,1.00000,3.00000,3.00000,train
img_04050.png,Red_Cube,1.00000,1.00000,,,train
img_00388.png,None,,,,,train
img_03813.png,Blue_Cube,,,5.00000,0.00000,train
img_01817.png,None,,,,,train
img_08247.png,Red_Cube,4.00000,0.00000,,,train
img_06814.png,None,,,,,train
img_00501.png,Red_Cube,3.00000,1.00000,,,train
img_05097.png,None,,,,,train
img_02919.png,Both,5.00000,-3.00000,3.00000,-0.00000,train
img_02084.png,Both,2.00000,-1.00000,2.00000,1.00000,train
img_02294.png,None,,,,,train
img_05412.png,Red_Cube,7.00000,2.00000,,,train
img_06030.png,None,,,,,train
img_05922.png,None,,,,,train
img_05639.png,None,,,,,train
img_00950.png,Both,3.00000,-0.00000,3.00000,3.00000,train
img_05872.png,Blue_Cube,,,5.00000,-4.00000,train
img_08091.png,Both,4.00000,0.00000,5.00000,3.00000,train
img_09035.png,None,,,,,train
img_06307.png,Both,3.00000,-3.00000,7.00000,-2.00000,train
img_07722.png,None,,,,,train
img_07893.png,None,,,,,train
img_01421.png,None,,,,,train
img_02309.png,Red_Cube,5.00000,3.00000,,,train
img_02248.png,None,,,,,train
img_00441.png,None,,,,,train
img_00609.png,None,,,,,train
img_09054.png,Red_Cube,7.00000,-4.00000,,,train
img_09808.png,Blue_Cube,,,2.00000,-2.00000,train
img_08993.png,Red_Cube,6.00000,2.00000,,,train
img_07757.png,None,,,,,train
img_08472.png,None,,,,,train
img_06838.png,None,,,,,train
img_00755.png,None,,,,,train
img_09105.png,Blue_Cube,,,5.00000,0.00000,train
img_05945.png,Red_Cube,2.00000,-1.00000,,,train
img_01877.png,None,,,,,train
img_01206.png,Blue_Cube,,,5.00000,1.00000,train
img_08281.png,Both,4.00000,-3.00000,7.00000,5.00000,train
img_03330.png,None,,,,,train
img_02627.png,None,,,,,train
img_01783.png,None,,,,,train
img_05459.png,None,,,,,train
img_01657.png,Red_Cube,9.00000,1.00000,,,train
img_06120.png,Red_Cube,4.00000,2.00000,,,train
img_04797.png,Red_Cube,2.00000,1.00000,,,train
img_07099.png,Both,5.00000,2.00000,4.00000,-3.00000,train
img_09744.png,Both,4.00000,-0.00000,5.00000,3.00000,train
img_04640.png,Blue_Cube,,,7.00000,6.00000,train
img_06093.png,Blue_Cube,,,5.00000,4.00000,train
img_03366.png,Blue_Cube,,,6.00000,-1.00000,train
img_00316.png,Red_Cube,2.00000,2.00000,,,train
img_04786.png,None,,,,,train
img_03742.png,None,,,,,train
img_06027.png,Both,6.00000,1.00000,7.00000,-6.00000,train
img_02146.png,Red_Cube,4.00000,1.00000,,,train
img_05703.png,None,,,,,train
img_08039.png,None,,,,,train
img_08495.png,None,,,,,train
img_04781.png,Red_Cube,5.00000,0.00000,,,train
img_02090.png,None,,,,,train
img_06935.png,None,,,,,train
img_02223.png,None,,,,,train
img_04848.png,None,,,,,train
img_08025.png,None,,,,,train
img_01475.png,Both,9.00000,4.00000,4.00000,-2.00000,train
img_06101.png,Red_Cube,5.00000,2.00000,,,train
img_06875.png,Blue_Cube,,,8.00000,-3.00000,train
img_00064.png,None,,,,,train
img_08017.png,Blue_Cube,,,7.00000,-3.00000,train
img_05299.png,Blue_Cube,,,6.00000,-1.00000,train
img_03411.png,Red_Cube,3.00000,0.00000,,,train
img_05309.png,Blue_Cube,,,5.00000,-0.00000,train
img_03924.png,Blue_Cube,,,3.00000,-2.00000,train
img_08056.png,None,,,,,train
img_07066.png,Blue_Cube,,,4.00000,0.00000,train
img_09412.png,None,,,,,train
img_03467.png,Blue_Cube,,,5.00000,-1.00000,train
img_08792.png,Both,3.00000,-0.00000,4.00000,2.00000,train
img_03614.png,None,,,,,train
img_00617.png,None,,,,,train
img_07264.png,None,,,,,train
img_07096.png,None,,,,,train
img_00496.png,None,,,,,train
img_05159.png,None,,,,,train
img_01907.png,None,,,,,train
img_06274.png,Blue_Cube,,,3.00000,3.00000,train
img_00291.png,None,,,,,train
img_04818.png,None,,,,,train
img_00151.png,None,,,,,train
img_00814.png,None,,,,,train
img_08558.png,Red_Cube,1.00000,-1.00000,,,train
img_01010.png,Both,6.00000,2.00000,6.00000,-3.00000,train
img_06712.png,Red_Cube,6.00000,-4.00000,,,train
img_02153.png,None,,,,,train
img_04700.png,None,,,,,train
img_00212.png,Both,6.00000,-5.00000,6.00000,-1.00000,train
img_08353.png,Red_Cube,2.00000,-1.00000,,,train
img_04646.png,Red_Cube,3.00000,2.00000,,,train
img_01008.png,None,,,,,train
img_06982.png,Both,5.00000,-2.00000,6.00000,4.00000,train
img_01460.png,None,,,,,train
img_00925.png,Blue_Cube,,,6.00000,-4.00000,train
img_01626.png,Both,9.00000,-5.00000,2.00000,1.00000,train
img_06065.png,None,,,,,train
img_08150.png,None,,,,,train
img_02666.png,Blue_Cube,,,1.00000,-1.00000,train
img_04053.png,Blue_Cube,,,3.00000,-1.00000,train
img_02377.png,Blue_Cube,,,2.00000,-1.00000,train
img_09354.png,Both,6.00000,-1.00000,7.00000,-3.00000,train
img_01651.png,None,,,,,train
img_04453.png,None,,,,,train
img_04257.png,None,,,,,train
img_07171.png,None,,,,,train
img_08335.png,None,,,,,train
img_07118.png,Blue_Cube,,,5.00000,-4.00000,train
img_07726.png,None,,,,,train
img_07763.png,None,,,,,train
img_00548.png,None,,,,,train
img_09344.png,None,,,,,train
img_08555.png,Red_Cube,2.00000,-1.00000,,,train
img_02374.png,Both,3.00000,-1.00000,3.00000,2.00000,train
img_01071.png,None,,,,,train
img_06539.png,None,,,,,train
img_00871.png,Red_Cube,6.00000,-0.00000,,,train
img_02236.png,Blue_Cube,,,2.00000,2.00000,train
img_04866.png,None,,,,,train
img_01510.png,Red_Cube,7.00000,1.00000,,,train
img_01483.png,None,,,,,train
img_09862.png,Red_Cube,5.00000,0.00000,,,train
img_06221.png,None,,,,,train
img_05763.png,None,,,,,train
img_01765.png,Red_Cube,8.00000,5.00000,,,train
img_06204.png,None,,,,,train
img_03022.png,Both,7.00000,2.00000,2.00000,1.00000,train
img_08100.png,Red_Cube,2.00000,-2.00000,,,train
img_08929.png,None,,,,,train
img_03564.png,None,,,,,train
img_04641.png,None,,,,,train
img_05033.png,None,,,,,train
img_09055.png,None,,,,,train
img_03066.png,None,,,,,train
img_04572.png,None,,,,,train
img_09773.png,None,,,,,train
img_04280.png,Both,8.00000,3.00000,6.00000,2.00000,train
img_04125.png,Red_Cube,7.00000,5.00000,,,train
img_05167.png,None,,,,,train
img_06005.png,None,,,,,train
img_06709.png,None,,,,,train
img_02893.png,Red_Cube,7.00000,3.00000,,,train
img_08208.png,None,,,,,train
img_02118.png,Red_Cube,2.00000,2.00000,,,train
img_06897.png,Blue_Cube,,,5.00000,-2.00000,train
img_04228.png,None,,,,,train
img_03722.png,None,,,,,train
img_04919.png,None,,,,,train
img_06228.png,Blue_Cube,,,5.00000,3.00000,train
img_08465.png,Both,5.00000,2.00000,7.00000,-4.00000,train
img_02387.png,None,,,,,train
img_03182.png,Both,5.00000,-1.00000,6.00000,2.00000,train
img_05548.png,None,,,,,train
img_03774.png,None,,,,,train
img_00020.png,None,,,,,train
img_03988.png,Red_Cube,2.00000,-0.00000,,,train
img_00408.png,None,,,,,train
img_03261.png,None,,,,,train
img_00222.png,None,,,,,train
img_05265.png,Blue_Cube,,,7.00000,-4.00000,train
img_05108.png,None,,,,,train
img_00245.png,None,,,,,train
img_05759.png,None,,,,,train
img_08488.png,None,,,,,train
img_03248.png,None,,,,,train
img_05105.png,None,,,,,train
img_02299.png,Both,8.00000,2.00000,7.00000,3.00000,train
img_05722.png,None,,,,,train
img_00079.png,Both,3.00000,0.00000,5.00000,-2.00000,train
img_01654.png,Blue_Cube,,,7.00000,-2.00000,train
img_04631.png,Blue_Cube,,,2.00000,1.00000,train
img_02846.png,Red_Cube,7.00000,-0.00000,,,train
img_06217.png,None,,,,,train
img_02805.png,Blue_Cube,,,5.00000,-1.00000,train
img_05261.png,None,,,,,train
img_01151.png,Red_Cube,6.00000,-5.00000,,,train
img_02561.png,None,,,,,train
img_00343.png,Red_Cube,2.00000,1.00000,,,train
img_06256.png,None,,,,,train
img_00154.png,Both,9.00000,6.00000,4.00000,-0.00000,train
img_08284.png,None,,,,,train
img_05497.png,Blue_Cube,,,8.00000,-2.00000,train
img_06077.png,Red_Cube,3.00000,-3.00000,,,train
img_00123.png,Both,7.00000,4.00000,7.00000,2.00000,train
img_06563.png,None,,,,,train
img_02993.png,None,,,,,train
img_06189.png,None,,,,,train
img_07631.png,Blue_Cube,,,5.00000,-0.00000,train
img_07053.png,None,,,,,train
img_08837.png,None,,,,,train
img_03299.png,None,,,,,train
img_09411.png,Blue_Cube,,,3.00000,-2.00000,train
img_03588.png,None,,,,,train
img_00508.png,Blue_Cube,,,5.00000,-4.00000,train
img_03541.png,None,,,,,train
img_09712.png,None,,,,,train
img_07916.png,None,,,,,train
img_00295.png,None,,,,,train
img_01584.png,None,,,,,train
img_04678.png,Red_Cube,4.00000,1.00000,,,train
img_02073.png,Both,3.00000,-2.00000,5.00000,-2.00000,train
img_03224.png,None,,,,,train
img_03755.png,None,,,,,train
img_08633.png,None,,,,,train
img_05660.png,Red_Cube,2.00000,1.00000,,,train
img_01306.png,None,,,,,train
img_00971.png,None,,,,,train
img_03094.png,None,,,,,train
img_01928.png,None,,,,,train
img_01228.png,Blue_Cube,,,7.00000,5.00000,train
img_00568.png,Both,4.00000,1.00000,4.00000,3.00000,train
img_00312.png,Blue_Cube,,,4.00000,2.00000,train
img_05508.png,Red_Cube,8.00000,-2.00000,,,train
img_05013.png,Both,2.00000,-0.00000,6.00000,4.00000,train
img_03768.png,None,,,,,train
img_02284.png,None,,,,,train
img_05158.png,None,,,,,train
img_01886.png,None,,,,,train
img_00211.png,Both,7.00000,-5.00000,7.00000,-1.00000,train
img_07381.png,None,,,,,train
img_02256.png,None,,,,,train
img_01810.png,None,,,,,train
img_04401.png,None,,,,,train
img_01163.png,None,,,,,train
img_03338.png,Red_Cube,9.00000,-7.00000,,,train
img_00047.png,None,,,,,train
img_00529.png,None,,,,,train
img_02045.png,None,,,,,train
img_03543.png,None,,,,,train
img_02421.png,None,,,,,train
img_04056.png,Both,1.00000,-1.00000,7.00000,-3.00000,train
img_05619.png,None,,,,,train
img_03069.png,None,,,,,train
img_09261.png,Red_Cube,7.00000,-2.00000,,,train
img_06475.png,Red_Cube,6.00000,-3.00000,,,train
img_04941.png,Both,3.00000,-0.00000,9.00000,-6.00000,train
img_08051.png,None,,,,,train
img_08529.png,Red_Cube,3.00000,-0.00000,,,train
img_01003.png,None,,,,,train
img_07923.png,Both,8.00000,5.00000,9.00000,-2.00000,train
img_04423.png,None,,,,,train
img_02871.png,Blue_Cube,,,7.00000,-6.00000,train
img_00768.png,None,,,,,train
img_00724.png,Blue_Cube,,,7.00000,-1.00000,train
img_00915.png,Both,8.00000,3.00000,5.00000,3.00000,train
img_01811.png,None,,,,,train
img_06942.png,None,,,,,train
img_00048.png,Both,6.00000,-2.00000,3.00000,-3.00000,train
img_05078.png,None,,,,,train
img_07582.png,None,,,,,train
img_09780.png,Both,2.00000,-1.00000,5.00000,-2.00000,train
img_01089.png,Blue_Cube,,,3.00000,2.00000,train
img_04331.png,Blue_Cube,,,6.00000,-0.00000,train
img_00758.png,Both,6.00000,4.00000,4.00000,-1.00000,train
img_06408.png,Blue_Cube,,,7.00000,3.00000,train
img_05377.png,Blue_Cube,,,6.00000,-4.00000,train
img_04512.png,Red_Cube,5.00000,-1.00000,,,train
img_09350.png,None,,,,,train
img_08263.png,None,,,,,train
img_01883.png,Both,7.00000,-4.00000,9.00000,-6.00000,train
img_03403.png,None,,,,,train
img_00237.png,Blue_Cube,,,2.00000,-0.00000,train
img_06177.png,Blue_Cube,,,1.00000,-1.00000,train
img_05195.png,None,,,,,train
img_08172.png,Red_Cube,4.00000,1.00000,,,train
img_07029.png,None,,,,,train
img_09717.png,Blue_Cube,,,3.00000,3.00000,train
img_03236.png,Blue_Cube,,,2.00000,1.00000,train
img_03575.png,Blue_Cube,,,6.00000,-1.00000,train
img_07602.png,None,,,,,train
img_06978.png,None,,,,,train
img_06672.png,Red_Cube,2.00000,0.00000,,,train
img_09761.png,Blue_Cube,,,5.00000,-4.00000,train
img_06954.png,None,,,,,train
img_04915.png,None,,,,,train
img_07591.png,None,,,,,train
img_07563.png,Red_Cube,7.00000,2.00000,,,train
img_09522.png,None,,,,,train
img_08848.png,Red_Cube,8.00000,-5.00000,,,train
img_02546.png,None,,,,,train
img_02141.png,None,,,,,train
img_04311.png,None,,,,,train
img_08590.png,None,,,,,train
img_06535.png,None,,,,,train
img_07895.png,None,,,,,train
img_02737.png,Red_Cube,3.00000,2.00000,,,train
img_08224.png,Blue_Cube,,,6.00000,-2.00000,train
img_07426.png,Both,2.00000,-0.00000,5.00000,-2.00000,train
img_06053.png,None,,,,,train
img_03863.png,Both,5.00000,-4.00000,1.00000,1.00000,train
img_02661.png,None,,,,,train
img_02014.png,Blue_Cube,,,3.00000,-2.00000,train
img_06777.png,Both,7.00000,1.00000,7.00000,-4.00000,train
img_01576.png,None,,,,,train
img_01007.png,None,,,,,train
img_06300.png,Both,3.00000,-2.00000,7.00000,-1.00000,train
img_01288.png,Red_Cube,6.00000,0.00000,,,train
img_09096.png,None,,,,,train
img_00785.png,None,,,,,train
img_09648.png,None,,,,,train
img_03300.png,Blue_Cube,,,2.00000,-0.00000,train
img_05086.png,None,,,,,train
img_03850.png,None,,,,,train
img_04733.png,Blue_Cube,,,4.00000,-2.00000,train
img_02360.png,None,,,,,train
img_01233.png,None,,,,,train
img_00868.png,None,,,,,train
img_03576.png,Red_Cube,3.00000,1.00000,,,train
img_08192.png,None,,,,,train
img_06109.png,None,,,,,train
img_01317.png,None,,,,,train
img_06708.png,Blue_Cube,,,2.00000,2.00000,train
img_05296.png,None,,,,,train
img_07249.png,None,,,,,train
img_04815.png,None,,,,,train
img_02338.png,Both,2.00000,0.00000,6.00000,0.00000,train
img_01418.png,None,,,,,train
img_03820.png,Red_Cube,5.00000,2.00000,,,train
img_02651.png,None,,,,,train
img_01034.png,Both,4.00000,2.00000,4.00000,-3.00000,train
img_00978.png,Both,3.00000,-2.00000,3.00000,1.00000,train
img_09033.png,Both,8.00000,-2.00000,8.00000,-6.00000,train
img_09278.png,Blue_Cube,,,3.00000,3.00000,train
img_08338.png,Red_Cube,8.00000,-4.00000,,,train
img_09320.png,None,,,,,train
img_03876.png,Blue_Cube,,,4.00000,1.00000,train
img_04298.png,None,,,,,train
img_09841.png,None,,,,,train
img_00188.png,Both,8.00000,3.00000,3.00000,-3.00000,train
img_08036.png,None,,,,,train
img_05733.png,None,,,,,train
img_08435.png,None,,,,,train
img_06086.png,None,,,,,train
img_01746.png,None,,,,,train
img_00885.png,Red_Cube,3.00000,-0.00000,,,train
img_04612.png,Both,5.00000,4.00000,4.00000,-0.00000,train
img_08350.png,Blue_Cube,,,1.00000,1.00000,train
img_05604.png,None,,,,,train
img_09601.png,None,,,,,train
img_06976.png,None,,,,,train
img_05688.png,None,,,,,train
img_04706.png,None,,,,,train
img_07400.png,None,,,,,train
img_03140.png,None,,,,,train
img_09571.png,None,,,,,train
img_04573.png,None,,,,,train
img_03223.png,Red_Cube,2.00000,0.00000,,,train
img_08431.png,Both,4.00000,3.00000,6.00000,-3.00000,train
img_08111.png,None,,,,,train
img_07314.png,None,,,,,train
img_08245.png,None,,,,,train
img_08475.png,None,,,,,train
img_09151.png,None,,,,,train
img_02911.png,Both,7.00000,-1.00000,5.00000,2.00000,train
img_04734.png,None,,,,,train
img_03750.png,None,,,,,train
img_09575.png,Both,5.00000,-0.00000,5.00000,-4.00000,train
img_07231.png,None,,,,,train
img_08765.png,Blue_Cube,,,5.00000,-1.00000,train
img_03048.png,Blue_Cube,,,2.00000,-2.00000,train
img_06788.png,None,,,,,train
img_08097.png,None,,,,,train
img_06123.png,None,,,,,train
img_06121.png,None,,,,,train
img_03999.png,Red_Cube,3.00000,-3.00000,,,train
img_07911.png,None,,,,,train
img_09527.png,None,,,,,train
img_04112.png,Blue_Cube,,,4.00000,-2.00000,train
img_08400.png,None,,,,,train
img_08764.png,Blue_Cube,,,6.00000,-1.00000,train
img_06928.png,None,,,,,train
img_04627.png,None,,,,,train
img_03638.png,None,,,,,train
